"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Radiohead","Lily","F","36","Koch","323.5522","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","There_ There","15"
"Band Of Horses","Lily","F","37","Koch","256.522","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Ode to LRC (Album)","15"
"Evanescence","Lily","F","38","Koch","263.78404","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","My Immortal (Album Version)","15"
"Eminem","Lily","F","39","Koch","250.8273","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Mockingbird","15"
"Chi-Lites","Lily","F","40","Koch","256.83546","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","A Letter To Myself","15"
"Hombres G","Lily","F","41","Koch","131.52608","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Multiplicados por nueve","15"
"Jazzanova / Ben Westbeech","Lily","F","42","Koch","210.83383","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","I Can See","15"
"Pleasure P","Lily","F","43","Koch","211.56526","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Let Me (Amended Album Version)","15"
"MGMT","Lily","F","44","Koch","264.17587","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Time To Pretend","15"
"Kaoma","Lily","F","45","Koch","206.57587","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Lambada","15"
"Buena Vista Social Club","Lily","F","46","Koch","221.90975","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Chan Chan (Live)","15"
"Bullet For My Valentine","Lily","F","47","Koch","348.39465","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Tears Don't Fall","15"
"Pygmy Lush","Lily","F","48","Koch","143.28118","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Red Room Blues","15"
"Flight Of The Conchords","Lily","F","49","Koch","21.68118","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Au Revoir (Album Version)","15"
"Angels and Airwaves","Lily","F","50","Koch","302.05342","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","The Gift","15"
"The Blues Brothers","Lily","F","51","Koch","162.32444","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","(I Got Everything I Need) Almost (Live Version)","15"
"Carlos Santana & Mahavishnu John McLaughlin","Lily","F","53","Koch","466.28526","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","A Love Supreme","15"
"Enya","Lily","F","54","Koch","180.16608","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","White Is In The Winter Night (Album)","15"
"BjÃÂ¶rk","Lily","F","55","Koch","185.46893","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Cover Me","15"
"Gorillaz","Lily","F","56","Koch","433.52771","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Hong Kong","15"
"Nana Caymmi","Lily","F","57","Koch","174.41914","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Fim De Caso","15"
"The Courteeners","Lily","F","58","Koch","225.48853","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Take Over The World","15"
"The Blues Brothers","Lily","F","59","Koch","175.80363","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Messin' With The Kid (Live Version)","15"
"William Orbit","Lily","F","60","Koch","317.962","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Barber's Adagio For Strings (Ferry Corsten Remix)","15"
"Coldplay","Lily","F","61","Koch","244.68853","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Life In Technicolor ii","15"
"Boards of Canada","Lily","F","62","Koch","229.82485","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","84 Pontiac Dream","15"
"Tom Waits","Lily","F","63","Koch","223.26812","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Sea Of Love","15"
"Philippe Rochard","Lily","F","64","Koch","360.51546","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Crumpshit","15"
"The Dream Academy","Lily","F","65","Koch","259.29098","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Life In A Northern Town (LP Version)","15"
"Pantera","Lily","F","66","Koch","244.50567","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Planet Caravan (Remastered LP Version)","15"
"John Miles","Lily","F","67","Koch","351.9473","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Music","15"
"Fastway","Lily","F","68","Koch","259.7873","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Don't Stop The Fight","15"
"Foo Fighters","Lily","F","69","Koch","249.99138","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Everlong","15"
"Sascha Funke","Lily","F","70","Koch","298.97098","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Quiet Please","15"
"Apsci","Lily","F","71","Koch","153.25995","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Never Give Up","15"
"Electric Light Orchestra","Bronson","M","0","Harris","301.94893","free","Eugene, OR","314","Mr Blue Sky","33"
"Cute Is What We Aim For","Lily","F","72","Koch","171.28444","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Miss Sobriety (Album Version)","15"
"Andy Starr","Lily","F","73","Koch","170.86649","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Rockin' Rollin' Stone","15"
"Underworld","Bronson","M","1","Harris","329.53424","free","Eugene, OR","314","Teardrop","33"
"The Coral","Lily","F","74","Koch","211.93098","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Liezah","15"
"Jadakiss","Lily","F","75","Koch","189.67465","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Pain & Torture","15"
"Chet Baker","Lily","F","76","Koch","264.4371","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Life","15"
"Alex Ubago","Lily","F","77","Koch","249.36444","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Que pides tu?","15"
"The Black Keys","Lily","F","78","Koch","1400.2673","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","240 Years Before Your Time","15"
"Camila","Theodore","M","0","Smith","252.29016","free","Houston-The Woodlands-Sugar Land, TX","299","Besame","52"
"Ill NiÃÂ±o","Lily","F","79","Koch","246.22975","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Numb","15"
"Billy Currington","Lily","F","80","Koch","197.66812","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Ain't What It Used To Be","15"
"The Killers","Lily","F","81","Koch","230.03383","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Move Away","15"
"Wordsworth","Lily","F","82","Koch","253.1522","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Right Now (Produced by Ayatollah)","15"
"Shinedown","Lily","F","83","Koch","220.39465","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Second Chance (Album Version)","15"
"Ane Brun","Lily","F","84","Koch","248.37179","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Laid In Earth","15"
"Chris Kenner","Lily","F","85","Koch","238.49751","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","I Like It Like That","15"
"Black Stone Cherry","Lily","F","86","Koch","266.65751","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","The Key (Album Version)","15"
"Foolish Things","Lily","F","87","Koch","266.86649","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Who Can Compare","15"
"Toto La Momposina","Lily","F","88","Koch","239.90812","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Dame La Mano Juancho","15"
"The Runaways","Lily","F","89","Koch","201.16853","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","I Love Playin'  With Fire","15"
"Gala","Lily","F","90","Koch","235.44118","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Suddenly","15"
"Orishas","Lily","F","91","Koch","266.39628","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","El Kilo","15"
"Queen","Ava","F","0","Robinson","78.47138","free","New Haven-Milford, CT","343","Nevermore (1994 Digital Remaster)","50"
"Sondre Lerche","Ava","F","1","Robinson","171.59791","free","New Haven-Milford, CT","343","Heartbeat Radio","50"
"Three Drives","Lily","F","92","Koch","411.6371","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Greece 2000","15"
"Ottmar Liebert","Lily","F","94","Koch","174.54975","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Festival (Of 7 Lights)","15"
"Sondre Lerche","Lily","F","95","Koch","247.19628","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Don't Be Shallow","15"
"Robyn Hitchcock and The Egyptians","Lily","F","96","Koch","214.22975","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","The Black Crow Knows","15"
"The Buggles","Lily","F","97","Koch","198.08608","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Video Killed The Radio Star","15"
"Kid Cudi / MGMT / Ratatat","Lily","F","98","Koch","295.67955","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Pursuit Of Happiness (nightmare)","15"
"Damian Marley / Nas","Lily","F","99","Koch","317.30893","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Road To Zion","15"
"Linkin Park","Lily","F","100","Koch","191.45098","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Pushing Me Away (Album Version)","15"
"Way Out West","Lily","F","101","Koch","657.73669","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Killa","15"
"Mr. Airplane Man","Lily","F","102","Koch","218.30485","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Lonesome Road","15"
"Asking Alexandria","Lily","F","103","Koch","248.99873","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)","15"
"The Cat Empire","Lily","F","104","Koch","307.46077","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","The Chariot","15"
"STRATOVARIUS","Lily","F","1","Burns","350.74567","free","New York-Newark-Jersey City, NY-NJ-PA","349","Twilight Time","32"
"The Mantles","Lily","F","2","Burns","226.53342","free","New York-Newark-Jersey City, NY-NJ-PA","349","Don't Lie","32"
"Tub Ring","Kaleb","M","0","Cook","233.69098","free","Yuba City, CA","213","Invalid","54"
"Jack Johnson","Kaleb","M","1","Cook","173.42649","free","Yuba City, CA","213","Wrong Turn","54"
"Muse","Harper","M","1","Barrett","209.50159","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Supermassive Black Hole (Twilight Soundtrack Version)","42"
"Beastie Boys","Harper","M","2","Barrett","161.56689","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Lighten Up","42"
"Shakira","Harper","M","3","Barrett","145.84118","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Pienso En Ti","42"
"Selena","Harper","M","4","Barrett","172.66893","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Amor Prohibido","42"
"Kid Cudi Vs Crookers","Harper","M","5","Barrett","162.97751","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Day 'N' Nite","42"
"Rise Against","Harper","M","6","Barrett","179.59138","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Black Masks & Gasoline","42"
"Fall Out Boy","Harper","M","7","Barrett","211.69587","paid","New York-Newark-Jersey City, NY-NJ-PA","275","I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You)","42"
"Jack Johnson","Harper","M","8","Barrett","196.12689","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Staple It Together","42"
"Twista feat. Kayne West & Jamie Foxx","Harper","M","9","Barrett","212.55791","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","42"
"Train","Harper","M","10","Barrett","216.76363","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Hey_ Soul Sister","42"
"Rihanna","Harper","M","11","Barrett","293.82485","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Rehab","42"
"Man Man","Harper","M","12","Barrett","222.45832","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Van Helsing Boombox","42"
"Ween","Harper","M","13","Barrett","276.13995","paid","New York-Newark-Jersey City, NY-NJ-PA","275","The Stallion","42"
"Charttraxx Karaoke","Harper","M","14","Barrett","225.17506","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Fireflies","42"
"Digitalism","Harper","M","15","Barrett","208.24771","paid","New York-Newark-Jersey City, NY-NJ-PA","275","I Want I Want","42"
"Dispatch","Harper","M","16","Barrett","247.50975","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Railway","42"
"Postal Service","Harper","M","17","Barrett","294.47791","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Clark Gable (Album)","42"
"Patricia Barber","Harper","M","18","Barrett","317.83138","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Phaeton","42"
"Enur","Harper","M","19","Barrett","203.4673","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Ucci Ucci feat. Nicki Minaj & The Chopper City Boyz","42"
"Hybrid","Harper","M","20","Barrett","379.61098","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Choke","42"
"Riverside","Harper","M","21","Barrett","236.2771","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Stuck Between","42"
"Enigma","Harper","M","22","Barrett","272.48281","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Smell Of Desire.","42"
"Arcade Fire","Harper","M","23","Barrett","267.80689","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Headlights Look Like Diamonds","42"
"Spoon","Harper","M","25","Barrett","274.36363","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Out Go The Lights","42"
"The Wannadies","Harper","M","26","Barrett","170.86649","paid","New York-Newark-Jersey City, NY-NJ-PA","275","You & Me Song","42"
"Tricky","Harper","M","27","Barrett","261.43302","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Girls (Album version)","42"
"Tony Rice","Harper","M","28","Barrett","321.98485","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Wayfaring Stranger","42"
"Rasheeda","Harper","M","29","Barrett","212.40118","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Sweep The Flo (Featuring Diamond)","42"
"George Younce","Harper","M","30","Barrett","191.68608","paid","New York-Newark-Jersey City, NY-NJ-PA","275","This Old House w/ When The Saints Medley","42"
"Alex Gopher","Harper","M","31","Barrett","221.6224","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Brain Leech","42"
"Aphex Twin","Harper","M","32","Barrett","430.18404","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Didgeridoo","42"
"Emmanuel Moire","Harper","M","33","Barrett","277.08036","paid","New York-Newark-Jersey City, NY-NJ-PA","275","LÃÂ  OÃÂ¹ Je Pars","42"
"Josh Turner","Harper","M","34","Barrett","212.16608","paid","New York-Newark-Jersey City, NY-NJ-PA","275","I Wouldn't Be A Man","42"
"Carlos Y JosÃÂ©","Chloe","F","0","Cuevas","166.45179","free","San Francisco-Oakland-Hayward, CA","336","Soy AlbaÃÂ±il","49"
"Motionless in White","Cecilia","F","0","Owens","217.57342","free","Atlanta-Sandy Springs-Roswell, GA","288","Ghost In The Mirror","6"
"Feist","Layla","F","0","Griffin","184.94649","paid","Lake Havasu City-Kingman, AZ","395","My Moon My Man","24"
"Postal Service","Tegan","F","0","Levine","300.53832","paid","Portland-South Portland, ME","398","We Will Become Silhouettes (Album)","80"
"Stevie Ray Vaughan And Double Trouble","Tegan","F","1","Levine","258.82077","paid","Portland-South Portland, ME","398","Life Without You","80"
"AFI","Hannah","F","0","Calhoun","176.48281","free","Los Angeles-Long Beach-Anaheim, CA","166","Miseria Cantare--The Beginning","64"
"Lonnie Gordon","Sara","F","3","Johnson","181.21098","paid","Winston-Salem, NC","276","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","95"
"Harry Connick_ Jr.","Sara","F","4","Johnson","197.09342","paid","Winston-Salem, NC","276","My Blue Heaven","95"
"Andres Calamaro","Sara","F","5","Johnson","122.33098","paid","Winston-Salem, NC","276","Crucificame","95"
"Tub Ring","Sara","F","6","Johnson","233.69098","paid","Winston-Salem, NC","276","Invalid","95"
"Brian Poole & The Tremeloes","Kimber","F","0","Norris","115.66975","free","New York-Newark-Jersey City, NY-NJ-PA","142","I Can Dance","47"
"War","Kimber","F","1","Norris","244.03546","free","New York-Newark-Jersey City, NY-NJ-PA","142","The World Is A Ghetto","47"
"Kanye West / Consequence / Cam'Ron","Tegan","F","0","Levine","333.34812","paid","Portland-South Portland, ME","409","Gone","80"
"David Banner","Tegan","F","1","Levine","232.75057","paid","Portland-South Portland, ME","409","Play","80"
"Kreator","Devin","M","0","Larson","287.9473","free","Tampa-St. Petersburg-Clearwater, FL","271","Second awakening","60"
"Cipher","Tegan","F","2","Levine","311.2224","paid","Portland-South Portland, ME","409","Protoculture (Sankofa)","80"
"Daft Punk","Tegan","F","3","Levine","416.522","paid","Portland-South Portland, ME","409","Emotion","80"
"Taylor Swift","Colm","M","0","Santana","233.89995","free","Nashville-Davidson--Murfreesboro--Franklin, TN","66","Love Story","67"
"The Police","Tegan","F","4","Levine","289.2273","paid","Portland-South Portland, ME","409","Message In A Bottle","80"
"JayMay","Tegan","F","5","Levine","590.91546","paid","Portland-South Portland, ME","409","You'd Rather Run","80"
"Amy Adams","Martin","M","1","Johnson","128.62649","free","Minneapolis-St. Paul-Bloomington, MN-WI","331","Happy Working Song","55"
"Shinedown","Tegan","F","6","Levine","220.39465","paid","Portland-South Portland, ME","409","Second Chance (Album Version)","80"
"Amy Winehouse","Martin","M","2","Johnson","141.24363","free","Minneapolis-St. Paul-Bloomington, MN-WI","331","Some Unholy War","55"
"T.I. & DJ Drama","Tegan","F","7","Levine","245.9424","paid","Portland-South Portland, ME","409","Ride Wit Me","80"
"Gang Starr","Lily","F","0","Koch","194.2722","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Soliloquy Of Chaos (Explicit)","15"
"Benny Benassi","Tegan","F","8","Levine","207.49016","paid","Portland-South Portland, ME","409","Who's Your Daddy? ","80"
"Paramore","Lily","F","2","Koch","215.09179","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","When It Rains (Album Version)","15"
"Metallica","Tegan","F","9","Levine","319.73832","paid","Portland-South Portland, ME","409","Mama Said","80"
"A-Ha","Lily","F","3","Koch","246.25587","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Forever Not Yours (Album Version  - NY Mix II)","15"
"Easy Star All-Stars","Tegan","F","10","Levine","244.81914","paid","Portland-South Portland, ME","409","Lovely Rita (feat. Bunny Rugs and U Roy)","80"
"Alter Bridge","Lily","F","4","Koch","286.35383","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Down To My Last","15"
"O Terco","Tegan","F","11","Levine","431.20281","paid","Portland-South Portland, ME","409","Mudanca De Tempo","80"
"Nightwish","Lily","F","5","Koch","330.97098","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Walking In The Air","15"
"Augustana","Tegan","F","12","Levine","196.70159","paid","Portland-South Portland, ME","409","Mayfield","80"
"Anita Ward","Lily","F","6","Koch","491.93751","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Ring My Bell","15"
"Gaz Nevada","Tegan","F","13","Levine","390.21669","paid","Portland-South Portland, ME","409","I C Love Affair","80"
"Flamin' Groovies","Lily","F","7","Koch","299.65016","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Slow Death","15"
"isis","Tegan","F","14","Levine","406.12526","paid","Portland-South Portland, ME","409","Carry","80"
"Five Iron Frenzy","Lily","F","11","Koch","236.09424","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Canada","15"
"Frankie HI-NRG MC","Lily","F","12","Koch","104.09751","paid","Chicago-Naperville-Elgin, IL-IN-WI","362","Pace E Guerra","15"
"Alliance Ethnik","Tegan","F","0","Levine","252.21179","paid","Portland-South Portland, ME","416","ReprÃÂ©sente","80"
"Pavement","Tegan","F","1","Levine","99.16036","paid","Portland-South Portland, ME","416","Mercy:The Laundromat","80"
"4 Skins","Tegan","F","2","Levine","165.51138","paid","Portland-South Portland, ME","416","Clockwork Skinhead","80"
"Thrice","Tegan","F","3","Levine","249.46893","paid","Portland-South Portland, ME","416","Wood And Wire","80"
"Van Halen","Jayden","M","0","Fox","289.38404","free","New Orleans-Metairie, LA","408","Best Of Both Worlds (Remastered Album Version)","101"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Theodore","M","0","Harris","277.15873","free","Red Bluff, CA","340","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","14"
"Hot Chip","Ann","F","0","Banks","230.29506","free","Salt Lake City, UT","227","My Brother Is Watching Me","99"
"Lasgo","Tegan","F","4","Levine","192.80934","paid","Portland-South Portland, ME","416","Over You","80"
"Peter Sellers","Jayden","M","1","Fox","142.39302","free","New Orleans-Metairie, LA","408","She Loves You","101"
"Alphaville","Lily","F","0","Burns","285.43955","free","New York-Newark-Jersey City, NY-NJ-PA","363","Big In Japan (Original)","32"
"Eneida Marta","Tegan","F","5","Levine","223.55546","paid","Portland-South Portland, ME","416","Mindjer dÃÂ´ce mel","80"
"Astral Projection","Ann","F","1","Banks","585.42975","free","Salt Lake City, UT","227","Flying Into a Star","99"
"Gare du Nord","Tegan","F","6","Levine","221.98812","paid","Portland-South Portland, ME","416","Marvin & Miles","80"
"Florence + The Machine","Tegan","F","7","Levine","219.66322","paid","Portland-South Portland, ME","416","Dog Days Are Over (Radio Edit)","80"
"The White Stripes","Tegan","F","8","Levine","232.61995","paid","Portland-South Portland, ME","416","Seven Nation Army","80"
"Bouncing Souls","Ava","F","0","Robinson","66.01098","free","London, KY","108","East Side Mags","13"
"Coldplay","Ava","F","1","Robinson","311.27465","free","London, KY","108","The Scientist","13"
"Kings Of Leon","Tegan","F","9","Levine","201.79546","paid","Portland-South Portland, ME","416","Revelry","80"
"Mad Caddies","Tegan","F","10","Levine","181.81179","paid","Portland-South Portland, ME","416","Backyard","80"
"Phil Collins","Cecilia","F","0","Owens","239.85587","free","Atlanta-Sandy Springs-Roswell, GA","406","The Way You Look Tonight (Live Version)","6"
"Parachute","Tegan","F","11","Levine","230.5824","paid","Portland-South Portland, ME","416","The Mess I Made","80"
"Escape The Fate","Kinsley","F","1","Young","283.34975","free","Red Bluff, CA","368","My Apocalypse","85"
"Booka Shade","Tegan","F","12","Levine","336.45669","paid","Portland-South Portland, ME","416","Teenage Spaceman","80"
"Modern Lovers","Kinsley","F","5","Young","180.27057","paid","Red Bluff, CA","368","Modern world","85"
"Tub Ring","Cecilia","F","0","Owens","233.69098","free","Atlanta-Sandy Springs-Roswell, GA","423","Invalid","6"
"Black Box","Tegan","F","13","Levine","247.03955","paid","Portland-South Portland, ME","416","Everybody Everybody","80"
"Cass Phang","Kinsley","F","6","Young","249.05098","paid","Red Bluff, CA","368","Ye Feng Ling","85"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Tegan","F","14","Levine","277.15873","paid","Portland-South Portland, ME","416","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","80"
"Adina Howard","Kinsley","F","7","Young","210.33751","paid","Red Bluff, CA","368","Buttnaked","85"
"Queens Of The Stone Age","Tegan","F","15","Levine","254.77179","paid","Portland-South Portland, ME","416","No One Knows","80"
"Mondo Marcio","Kinsley","F","8","Young","218.06975","paid","Red Bluff, CA","368","Il Solo Rimasto","85"
"Steve Miller Band","Tegan","F","16","Levine","242.46812","paid","Portland-South Portland, ME","416","Living In The U.S.A. (1991 Digital Remaster)","80"
"Lil Wayne / Eminem","Kinsley","F","9","Young","229.58975","paid","Red Bluff, CA","368","Drop The World","85"
"4hero feat. FACE","Kinsley","F","10","Young","304.71791","paid","Red Bluff, CA","368","Stoke Up The Fire","85"
"Toby Keith","Tegan","F","17","Levine","238.44526","paid","Portland-South Portland, ME","416","Whiskey Girl","80"
"Los Fabulosos Cadillacs","Tegan","F","18","Levine","353.93261","paid","Portland-South Portland, ME","416","Muy_ Muy Temprano","80"
"Amon Amarth","Kinsley","F","11","Young","257.27955","paid","Red Bluff, CA","368","Under The Northern Star","85"
"Markus KrunegÃÂ¥rd","Jacob","M","0","Rogers","185.5473","free","San Diego-Carlsbad, CA","17","Genom tunna tyger","18"
"Michael B.","Jacob","M","1","Rogers","197.3024","free","San Diego-Carlsbad, CA","17","Geh Deinen Weg","18"
"The Serendipity Singers","Kinsley","F","12","Young","163.21261","paid","Red Bluff, CA","368","Don't Let The Rain Come Down (Crooked Little Man)","85"
"Sheena Easton","Tegan","F","19","Levine","239.62077","paid","Portland-South Portland, ME","416","Strut (1993 Digital Remaster)","80"
"Skillet","Kinsley","F","13","Young","210.02404","paid","Red Bluff, CA","368","Falling Inside The Black (Album Version)","85"
"The Bevis Frond","Tegan","F","20","Levine","265.32526","paid","Portland-South Portland, ME","416","Into The Cryptic Mist","80"
"Kingston Trio","Kinsley","F","14","Young","193.07057","paid","Red Bluff, CA","368","Greenback Dollar","85"
"The Black Keys","Tegan","F","21","Levine","269.29587","paid","Portland-South Portland, ME","416","Ten Cent Pistol","80"
"Jack Johnson","Kinsley","F","15","Young","141.87057","paid","Red Bluff, CA","368","Times Like These","85"
"Great White","Kinsley","F","16","Young","357.14567","paid","Red Bluff, CA","368","House Of Broken Love","85"
"Blind Melon","Tegan","F","22","Levine","217.15546","paid","Portland-South Portland, ME","416","No Rain","80"
"Aerosmith","Lily","F","0","Burns","301.76608","free","New York-Newark-Jersey City, NY-NJ-PA","420","Fly Away From Here","32"
"311","Tegan","F","23","Levine","191.79057","paid","Portland-South Portland, ME","416","Solar Flare","80"
"Haloo Helsinki!","Kinsley","F","17","Young","223.42485","paid","Red Bluff, CA","368","Kaaos ei karkaa","85"
"Dakota Oak","Tegan","F","24","Levine","45.63546","paid","Portland-South Portland, ME","416","Baker's Blue Jay Yarn","80"
"Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin","Tegan","F","25","Levine","268.06812","paid","Portland-South Portland, ME","416","Shortie Like Mine","80"
"Angus & Julia Stone","Kinsley","F","18","Young","265.29914","paid","Red Bluff, CA","368","Hold On","85"
"Rammstein","Tegan","F","26","Levine","228.46649","paid","Portland-South Portland, ME","416","Adios","80"
"The Avett Brothers","Kinsley","F","19","Young","233.84771","paid","Red Bluff, CA","368","Shame","85"
"Jose Cid","Tegan","F","27","Levine","202.23955","paid","Portland-South Portland, ME","416","Madrugada Na Praia Deserta","80"
"A Perfect Circle","Kinsley","F","20","Young","291.52608","paid","Red Bluff, CA","368","Vanishing","85"
"Ron Carter","Tegan","F","28","Levine","497.13587","paid","Portland-South Portland, ME","416","I CAN'T GET STARTED","80"
"Muse","Tegan","F","29","Levine","255.08526","paid","Portland-South Portland, ME","416","Do We Need This?","80"
"The Black Keys","Tegan","F","30","Levine","191.76444","paid","Portland-South Portland, ME","416","Howlin For You","80"
"Linkin Park","Adler","M","0","Barrera","164.41424","free","New York-Newark-Jersey City, NY-NJ-PA","341","Bleed It Out (Album Version)","100"
"Jonny L","Tegan","F","31","Levine","401.52771","paid","Portland-South Portland, ME","416","Microdaze","80"
"Dangerdoom","Tegan","F","32","Levine","146.85995","paid","Portland-South Portland, ME","416","Crosshairs","80"
"Jack Johnson","Tegan","F","33","Levine","212.68853","paid","Portland-South Portland, ME","416","Breakdown","80"
"Foo Fighters","Tegan","F","34","Levine","271.38567","paid","Portland-South Portland, ME","416","The Pretender","80"
"Sleater-kinney","Tegan","F","35","Levine","264.4371","paid","Portland-South Portland, ME","416","Jumpers (Album)","80"
"Interpol","Tegan","F","36","Levine","276.63628","paid","Portland-South Portland, ME","416","Pace Is The Trick","80"
"Leonard Cohen","Tegan","F","37","Levine","365.94893","paid","Portland-South Portland, ME","416","Dance Me To The End Of Love","80"
"Art Pepper","Matthew","M","0","Jones","311.90159","free","Janesville-Beloit, WI","392","Star Eyes","36"
